file,line,startCol,endCol,type,value,score
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,11,90,156,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0)""",4.822105718403045
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,12,45,58,IPV4,172.18.132.70,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,13,0,126,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""billing"",""msg"":""cache miss"",""user"":""jeffrey21"",""trace"":""VObfVHnyADvk""}",4.797062538438756
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,14,49,62,IPV4,192.168.99.71,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,15,0,13,IPV4,80.97.200.138,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,15,91,227,HIGH_ENTROPY,"""Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/10.9c5527.0 Mobile/79U979 Safari/536.1""",5.15237619445316
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,18,0,13,IPV4,26.253.113.54,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,18,88,224,HIGH_ENTROPY,"""Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/29.0.892.0 Mobile/20Q377 Safari/535.2""",5.085131731013995
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,19,0,135,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""orders"",""msg"":""retrying upstream"",""user"":""mathewaguilar"",""trace"":""haFVBliyIToG""}",4.79680837892115
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,20,49,63,IPV4,10.158.214.177,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,20,88,130,HIGH_ENTROPY,AIzajyM4o3itumpfvnDrfo8biTohcVFTYhg7ZDuLiw,4.927798970294787
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,21,0,12,IPV4,206.122.6.17,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,21,91,202,HIGH_ENTROPY,"""Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.42.7 (KHTML, like Gecko) Version/4.0 Safari/534.42.7""",5.083063833485743
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000005.txt,25,0,136,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""notify"",""msg"":""token refreshed"",""user"":""jenniferwilliams"",""trace"":""hHGm5XwwU90P""}",4.864543495719876
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,2,47,61,IPV4,192.168.58.121,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,3,51,65,IPV4,10.225.250.204,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,4,0,132,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""billing"",""msg"":""token refreshed"",""user"":""kennethkidd"",""trace"":""2PWcfzyyJEdO""}",4.831119619693587
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,4,141,183,HIGH_ENTROPY,AIzabWo_tcQf2F-8X4KL_ABJDTXSxEGofJWKpDo1_Q,4.784941827437643
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,7,0,127,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""billing"",""msg"":""cache miss"",""user"":""lindahudson"",""trace"":""LjW0T0z7etkK""}",4.7847194593684215
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,9,0,13,IPV4,120.195.5.105,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,9,89,226,HIGH_ENTROPY,"""Mozilla/5.0 (iPad; CPU iPad OS 14_8_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/10.6u7294.0 Mobile/23Y253 Safari/532.2""",5.182274853455272
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,10,0,13,IPV4,59.127.69.198,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,10,92,160,HIGH_ENTROPY,"""Mozilla/5.0 (Android 3.2; Mobile; rv:11.0) Gecko/11.0 Firefox/11.0""",4.657192532924143
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,11,54,68,IPV4,192.168.48.187,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,14,0,132,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""auth"",""msg"":""token refreshed"",""user"":""edwardsnicole"",""trace"":""yuxgfa8tCxWr""}",4.760467676548809
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,15,0,14,IPV4,72.133.119.192,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,15,87,176,HIGH_ENTROPY,"""Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/5526-05-24 23:28:42.083649 Firefox/3.8""",4.916070510174549
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,15,121,129,IPV4,1.9.5.20,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,17,44,56,IPV4,192.168.6.45,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,18,0,15,IPV4,221.119.182.205,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,18,94,159,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.1)""",4.91596555209163
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,19,0,134,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""DEBUG"",""service"":""orders"",""msg"":""retrying upstream"",""user"":""smithcarlos"",""trace"":""rFjekBrAtEYe""}",4.733624835075412
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,20,0,133,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""notify"",""msg"":""user session created"",""user"":""jason06"",""trace"":""mDgita8zv1Ny""}",4.755276120331138
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,21,43,58,IPV4,192.168.212.179,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,22,0,138,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""orders"",""msg"":""user session created"",""user"":""joshuacollins"",""trace"":""8SmEul9z9usV""}",4.69637216530114
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,25,0,13,IPV4,17.194.203.98,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000010.txt,25,101,162,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.0)""",4.893291230757242
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,3,0,13,IPV4,198.151.35.25,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,3,92,158,HIGH_ENTROPY,"""Opera/9.13.(X11; Linux i686; tr-CY) Presto/2.9.174 Version/10.00""",4.864871824934755
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,6,0,132,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""search"",""msg"":""token refreshed"",""user"":""tyleraguilar"",""trace"":""FsQ8z0WJcDfu""}",4.752087774954727
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,7,0,13,IPV4,116.16.74.139,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,7,95,160,HIGH_ENTROPY,"""Opera/8.19.(Windows NT 6.1; ak-GH) Presto/2.9.188 Version/11.00""",4.803008105856435
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,9,0,13,IPV4,25.170.251.16,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,9,91,198,HIGH_ENTROPY,"""Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0; rv:1.9.4.20) Gecko/2862-02-27 17:41:31.634666 Firefox/3.6.13""",5.072910740363528
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,9,140,148,IPV4,1.9.4.20,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,11,0,129,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""notify"",""msg"":""request completed"",""user"":""maria47"",""trace"":""JAfo16hD8hP1""}",4.840679151642427
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,12,52,66,IPV4,172.26.214.193,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,14,0,129,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""orders"",""msg"":""db slow query"",""user"":""gibsonemily"",""trace"":""v7YGr0asUt1L""}",4.797242856431425
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,17,0,135,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""billing"",""msg"":""retrying upstream"",""user"":""deborahreid"",""trace"":""VET6ZyyQY0Pj""}",4.855617523715209
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,18,0,14,IPV4,25.171.138.184,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,18,94,168,HIGH_ENTROPY,"""Opera/8.22.(Windows 98; Win 9x 4.90; be-BY) Presto/2.9.169 Version/11.00""",4.782900832485191
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,20,0,131,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""search"",""msg"":""retrying upstream"",""user"":""umatthews"",""trace"":""vNSzPf2v2R2I""}",4.72647574682957
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,21,45,58,IPV4,10.50.178.246,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,22,0,128,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""auth"",""msg"":""token refreshed"",""user"":""vaughnjeff"",""trace"":""fBgWOT3gCkSt""}",4.804213009898079
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,23,0,12,IPV4,23.142.60.23,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,23,88,153,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.1)""",4.8851963213223994
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,24,0,131,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""DEBUG"",""service"":""notify"",""msg"":""db slow query"",""user"":""sandersjames"",""trace"":""KRYlklfN3yNR""}",4.932875032343435
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,25,0,132,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""DEBUG"",""service"":""search"",""msg"":""token refreshed"",""user"":""rushmadison"",""trace"":""qDqQa5ZD5sRI""}",4.777973586939643
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,27,52,65,IPV4,10.105.16.180,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,30,52,66,IPV4,192.168.67.123,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,31,45,58,IPV4,192.168.89.54,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,32,48,62,IPV4,10.243.214.130,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,33,0,134,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""orders"",""msg"":""retrying upstream"",""user"":""hayesjeffrey"",""trace"":""VAlmiYI4xHG6""}",4.83558023534516
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,34,0,134,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""search"",""msg"":""retrying upstream"",""user"":""acostaregina"",""trace"":""V3vZhD9ejW9o""}",4.730248046854022
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,37,0,137,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""billing"",""msg"":""user session created"",""user"":""charlene12"",""trace"":""48Ju6NoPeO0D""}",4.731914675504416
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,38,42,56,IPV4,172.26.103.235,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,38,81,123,HIGH_ENTROPY,AIzaz_9OLeo5zdKTTvqJRZzjoWlHL9rXyDd8Be3gTg,4.802915339393916
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,42,56,69,IPV4,10.242.211.61,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,43,52,66,IPV4,172.27.236.185,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,44,0,12,IPV4,3.81.142.183,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,44,91,227,HIGH_ENTROPY,"""Mozilla/5.0 (iPad; CPU iPad OS 11_4_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/40.0.871.0 Mobile/60L494 Safari/534.1""",5.068479800819212
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,45,0,14,IPV4,129.174.36.140,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,45,92,220,HIGH_ENTROPY,"""Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1 rv:3.0; li-BE) AppleWebKit/533.2.2 (KHTML, like Gecko) Version/5.1 Safari/533.2.2""",5.195946853935255
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,46,0,124,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""notify"",""msg"":""cache miss"",""user"":""xpeterson"",""trace"":""Ln03ovXjY5Ma""}",4.806140867063413
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000004.txt,47,0,133,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""DEBUG"",""service"":""notify"",""msg"":""retrying upstream"",""user"":""jennifer99"",""trace"":""ZlhQ3biawYYp""}",4.866388714981271
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,1,0,15,IPV4,129.153.198.180,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,1,100,161,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0)""",4.86050434551134
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,2,0,15,IPV4,133.144.103.224,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,2,93,222,HIGH_ENTROPY,"""Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_3 rv:5.0; raj-IN) AppleWebKit/534.3.1 (KHTML, like Gecko) Version/4.0 Safari/534.3.1""",5.2258574895356515
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,2,231,273,HIGH_ENTROPY,AIzaz4vT6vn97eRd1sZDzE-JwDi4TQ-q7Acm7MBB6w,4.737322779818597
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,3,0,14,IPV4,124.220.123.53,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,3,100,161,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0)""",4.86050434551134
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,4,51,65,IPV4,172.24.118.244,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,5,47,60,IPV4,172.25.97.183,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,6,0,13,IPV4,146.133.85.19,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,6,92,194,HIGH_ENTROPY,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/26.0.885.0 Safari/532.0""",5.195538489506443
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,7,46,59,IPV4,10.161.131.15,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,9,0,14,IPV4,121.249.23.215,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,9,93,241,HIGH_ENTROPY,"""Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ml-IN) AppleWebKit/535.17.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.17.6""",5.19824323104613
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,10,0,13,IPV4,88.108.115.72,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,10,94,243,HIGH_ENTROPY,"""Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; wal-ET) AppleWebKit/534.34.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.34.3""",5.146829490951952
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,11,0,131,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""orders"",""msg"":""cache miss"",""user"":""williamrodriguez"",""trace"":""QrS7RPeMOkIU""}",4.810913868880107
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,13,0,14,IPV4,218.95.124.135,2.0
